65	0.000862	287	96	27	11	13	10	6
60	0.001908	287	112	41	20	18	13	8
55	0.012969	287	136	94	46	44	27	19
50	0.042809	296	259	120	73	56	34	25
45	0.110658	1849	231	105	80	55	38	27
44	0.130928	2616	730	396	232	222	127	64
43	0.153895	29223	19864	3853	2767	1999	1907	1271
42	0.179723	130720	70657	36540	31210	29938	16130	12355
