65	0.000862	0.051670	0.468707	0.658338	1.277161	1.388608	1.979402
60	0.001908	0.087676	0.373193	0.553007	1.068235	0.831214	1.525095
55	0.012969	0.070497	0.123280	0.686041	0.941955	1.268913	1.769737
50	0.042809	0.107954	0.192787	0.553007	1.068235	0.831214	1.525095
45	0.110658	0.080280	0.300932	0.574548	1.067820	1.177495	1.602459
44	0.130928	0.258811	0.204264	0.800888	0.942370	0.922632	1.692373
43	0.153895	0.075142	0.431134	0.548664	1.067820	1.177495	1.602459
42	0.179723	0.068985	0.327451	0.617754	0.764710	0.922632	1.692373
