65	0.000862	2.99	10.63	26.09	22.08	28.70	47.83
60	0.001908	2.56	7.00	14.35	15.94	22.08	35.88
55	0.012969	2.11	3.05	6.24	6.52	10.63	15.11
50	0.042809	1.14	2.47	4.05	5.29	8.71	11.84
45	0.110658	8.00	17.61	30.31	33.62	48.66	68.48
44	0.130928	3.58	6.61	11.28	11.78	20.60	40.88
43	0.153895	1.47	7.58	10.56	14.62	15.32	22.99
42	0.179723	1.85	3.58	4.19	4.37	8.10	10.58
